id	created_at	full_text
965382790287048704	2018-02-19 00:29:27	[nsl] : due to on going track improvement work, please add 15mins train travel time from #angmokio to #rafflesplace.
964167728549445632	2018-02-15 16:01:14	wishing everyone a happy and prosperous lunar new year from all of us at smrt. ❤ https://t.co/53gabafhqf
963595608681472000	2018-02-14 02:07:50	[nsl] cleared: train svcs from #angmokio to #rafflesplace are running normally now.
963579650415865856	2018-02-14 01:04:25	[nsl update]: due to maintenance work, trains are travelling slower near #rafflesplace. please add 10mins additional train travel time from #angmokio to #raffles place before 10am on wed, 14 feb.
963529692669071360	2018-02-13 21:45:54	[nsl]: due to maintenance work, south-bound trains are travelling slower near #rafflesplace. please add 20mins additional train travel time from #angmokio to #rafflesplace before 10am on wed, 14 feb.
961066671283646464	2018-02-07 02:38:44	[nsl] update: fault cleared, train svcs from #angmokio to #rafflesplace are running normally now.
961058086772359168	2018-02-07 02:04:38	[nsl] update: due to on going track improvement work, please add 5mins train travel time from #angmokio to #rafflesplace.
961046421116825600	2018-02-07 01:18:16	[nsl] update: fault cleared, train svcs are progressively being restored. pls add 10mins train travel time from #angmokio to #rafflesplace
961038447342309377	2018-02-07 00:46:35	[nsl] update: fault cleared, train svcs are progressively being restored. pls add 10mins train travel time from #angmokio to #rafflesplace.
961030371159678976	2018-02-07 00:14:30	[nsl]: due to a signalling fault, pls add 15mins train travel time from #angmokio to #rafflesplace towards #marinasouthpier.
956838041150152705	2018-01-26 10:35:40	train svcs on nsl btwn orchard &amp; marina south pier will continue to have longer intervals after 11pm on fri and sat, and before 7am on sat and sun. during the affected hours, there will be no svc btwn city hall and raffles place on the nsl. for more info: https://t.co/d0qexhp3km
956838035630342144	2018-01-26 10:35:39	10 ewl stns from paya lebar to pasir ris and from tanah merah to changi airport will continue to have shorter operational hours every fri, sat &amp; sun till 4 feb 2018. shuttle bus svcs will be avail btwn the affected stns. please plan ahead &amp; take other train lines or bus svcs. https://t.co/sx0mu4tiaj
953913560198885376	2018-01-18 08:54:50	[bplrt] fault cleared. normal train services across bplrt gradually being restored.  free regular bus services and bridging bus services available until 1700hrs.
953902791931527168	2018-01-18 08:12:02	[bplrt]: no train service between #choachukang and #phoenix due to a train fault.  free bridging bus services available across bplrt.  free regular bus services available at affected stations.
951773043658928128	2018-01-12 11:09:11	[bplrt] cleared: free regular and bridging bus services have ended.
951763361334665216	2018-01-12 10:30:42	[bplrt] update: train services on the entire bplrt have resumed. free regular and bridging bus services are still available.
951756872582746112	2018-01-12 10:04:55	[bplrt] update: service b on the bplrt inner loop between #bukitpanjang (bp6) and #senja (bp13) has resumed. free regular and bridging bus services are still available. https://t.co/e7c9gspgx8
951725498006085632	2018-01-12 08:00:15	[bplrt] update: there is no train service on bplrt. free regular and bridging bus services are available at affected stations. please seek alternative transport. bus guides are available at https://t.co/toogzxrxaz.
951704224835907584	2018-01-12 06:35:43	[bplrt] no train service on bplrt due to track fault. free regular bus and bridging bus are now available at affected stations.
951223051470819328	2018-01-10 22:43:42	[ewl] update: free regular bus svcs between #outrampark and #bugis have ended.
951220527074439169	2018-01-10 22:33:41	[ewl] update: train service from #outrampark to #bugis has resumed. free regular bus svcs from #outrampark to #bugis is available. our station staff will assist.
951216982266822656	2018-01-10 22:19:35	[ewl]: due to a track fault, pls add 20mins train travel time from #outrampark to #bugis towards #pasirris. free regular bus svcs btwn #outrampark and #bugis. our station staff will assist.
949193015263879168	2018-01-05 08:17:04	train svcs on nsl btwn orchard &amp; marina south pier will have longer intervals after 11pm on fri and sat, and before 7am on sat and sun. during the affected hours, there will be no svc btwn city hall and raffles place on the nsl.   for more information: https://t.co/w2mphlf88r
949191919350947840	2018-01-05 08:12:43	starting today, 10 ewl stns from paya lebar to pasir ris and from tanah merah to changi airport will have shorter operational hours every fri, sat &amp; sun this month. shuttle bus svcs will be avail btwn the affected stns. please plan ahead &amp; take other train lines or bus svcs. https://t.co/9l7ado1v4v
947996558343024640	2018-01-02 01:02:47	[ewl] cleared: train svcs btwn #tanahmerah and #changiairport have resumed. free regular bus &amp; free bridging bus svcs have ended.
947995781541150720	2018-01-02 00:59:41	[ewl] update: fault cleared, train services are progressively being restored. pls add 10mins train travel time btwn #tanahmerah and #changiairport.
947980215573102592	2018-01-01 23:57:50	[ewl] update: free regular bus &amp; free bridging bus svcs btwn #tanahmerah and #changiairport are still available.
947979083685572609	2018-01-01 23:53:20	[ewl]: track signalling fault recurred, pls add 20mins train travel time btwn #tanahmerah and #changiairport.
947970011188027392	2018-01-01 23:17:17	[ewl] update: fault cleared, train svcs are progressively being restored. pls add 10mins train travel time btwn #tanahmerah and #changiairport.
947957901036883968	2018-01-01 22:29:10	[ewl] update: pls add 20mins train travel time btwn #tanahmerah and #changiairport. we are working to recover svc.
947956356958502912	2018-01-01 22:23:02	[ewl] update: pls add 30mins train travel time btwn #tanahmerah and #changiairport. we are working to recover svc.
947954004192931840	2018-01-01 22:13:41	[ewl] update: svc expected to resume at 06:20 am.
947950339793199104	2018-01-01 21:59:07	[ewl] update: free regular bus &amp; free bridging bus svcs btwn #tanahmerah and #changiairport.
947949697259286529	2018-01-01 21:56:34	for details on bus services, our bus guides are at https://t.co/sfadrdhw9j.
947947850725408769	2018-01-01 21:49:14	[ewl]: due to a track signalling fault, pls add 30mins train travel time btwn #changiairport and #tanahmerah. free regular bus are available between #tanah merah and #changi airport.
947498092714004480	2017-12-31 16:02:03	wishing everyone a year filled with joy, fulfillment and prosperity! happy new year! 🎉 https://t.co/wt4dpqgfzw
947452842767298560	2017-12-31 13:02:15	mbs waterfront promenade will be congested due to the #mbsc2018 event. commuters are advised to avoid the bayfront waterfront areas.
946654259763752961	2017-12-29 08:08:58	19 stations along ewl (tiong bahru to tuas link) &amp; nsl (bukit batok to bukit gombak) will have changes to their operating hours this fri, sat &amp; sun. plan ahead for your journeys &amp; consider taking existing bus services or other train lines. more info: https://t.co/mjtyzexner. https://t.co/cqltea2phi
945318955270340608	2017-12-25 15:42:56	[nsl] cleared: free regular bus svcs between #choachukang &amp; #woodlands has ceased. train service on north south line had progressively returning to normal.
945313850382884864	2017-12-25 15:22:39	[nsl]update:train services resumed. pls expect add 20mins train travel time btwn  #choachukang and #woodlands. free regular bus services are still available between #choachukang and #woodlands.
945306514692087808	2017-12-25 14:53:30	[nsl]: due to a signalling fault at yew tee station, train services btwn #choachukang and #woodlands will be delay for about 30 mins. free regular bus service is available between #choa chu kang and #woodlands.
945303964571938816	2017-12-25 14:43:22	[nsl]: due to a signalling fault at yew tee station, train services btwn #choa chu kang and #woodlandwill be delay for about 30 mins. free regular bus service is available between #choa chu kang and #woodland.
944961447368335360	2017-12-24 16:02:20	here's wishing that your day is filled with love, joy and laughter. merry christmas, everyone! https://t.co/mctedxodlc
944117480611487744	2017-12-22 08:08:42	watch jamie from the madhatter project as she shares her story about the mrt &amp; stand to win exclusive fare cards here - https://t.co/w7zqeue0hg https://t.co/si7wvfepca
941251696965009409	2017-12-14 10:21:06	do take note that 19 stations along nsl (bukit batok to bukit gombak) &amp; ewl (tiong bahru to tuas link) will have changes to their operating hours this weekend. plan ahead for your journeys &amp; consider taking existing bus svcs or other train lines. more info:https://t.co/fva4w6u9sv
938770668518174723	2017-12-07 14:02:23	19 stations along nsl (bukit batok to bukit gombak) &amp; ewl (tiong bahru to tuas link) will have changes to their operating hrs on fri, sat &amp; sun starting 8 dec till 31 dec 17. plan your journeys &amp; consider taking existing bus svcs or other train lines.more: https://t.co/4fow3vesq8
938534528099934208	2017-12-06 22:24:03	[ewl] cleared: train svcs btwn #boonlay and #gulcircle have resumed.  free regular bus &amp; free bridging bus svcs have ended.
938529937316749313	2017-12-06 22:05:48	[ewl] cleared: train svcs btwn #boonlay and #gulcircle resumed. free regular bus &amp; free bridging bus svcs are still available between #boonlay &amp; #gulcircle.
938519223793369088	2017-12-06 21:23:14	[ewl] update: free regular bus &amp; free bridging bus svcs btwn #boonlay and #gulcircle.
938519039512424449	2017-12-06 21:22:30	[ewl]: due to a train fault, there is no train svc btwn #boonlay and #gulcircle.
932353215026233345	2017-11-19 21:01:43	[ewl] free shuttle buses are avail btwn #jookoon &amp; #gulcircle for you to continue your journey. we are sorry that your journey will be affected during this period. thank you for your patience and understanding.
932352950080385025	2017-11-19 21:00:40	[ewl] train svcs btwn #gulcircle &amp; #tuaslink resume today, 20 nov. there will be no train svc btwn #jookoon &amp; #gulcircle as our engineers conduct further checks on the signalling system for a mth.
932236323099787264	2017-11-19 13:17:14	we are sorry that your journey will be affected during this period. thank you for your patience and understanding.
932233914407575552	2017-11-19 13:07:39	train svcs btwn #gulcircle &amp; #tuaslink resume tmr, 20 nov. there will be no train svcs btwn #jookoon &amp; #gulcircle as our engineers conduct further checks on the signalling system for a mth. free shuttle buses are avail btwn #jookoon &amp; #gulcircle for you to continue your journey.
931467221888524288	2017-11-17 10:21:06	[ewl]: train svcs btwn #jookoon &amp; #tuaslink will continue to be suspended till sun, 19 nov. free regular &amp; bridging bus svcs will be avail btwn #jookoon &amp; #tuaslink all day. plan your journey &amp; cater for additional train travel time. alternative transport: https://t.co/4qu9apqesu
931140484533067776	2017-11-16 12:42:45	[ewl]: train svcs btwn #jookoon &amp; #tuaslink will continue to be suspended tmr. free regular &amp; bridging bus svcs will be avail btwn #jookoon &amp; #tuaslink all day tmr. plan your journey early &amp; cater for additional train travel time on ewl. other transport: https://t.co/lmn15np6k6.
930899208730636288	2017-11-15 20:44:01	[nsl]: train service on the nsl is running normally.
930899037053534208	2017-11-15 20:43:20	[ewl]:train svc btwn #jookoon &amp; #tuaslink is suspended. free regular &amp; bridging bus svcs are available btwn #jookoon &amp; #tuaslink all day.
930802076057182211	2017-11-15 14:18:03	[nsl] update: train service on north south line has running normally now.
930775748750622721	2017-11-15 12:33:26	[nsl] update: due to fewer trains serving the nsl tmr, pls add 40mins train travel time. free bridging bus svcs from #yishun to #marinasouthpier (one way) and free regular bus svcs between #yishun and #marinasouthpier (both directions) are avail from the start of train service.
930774748358885376	2017-11-15 12:29:27	[ewl]update:train svcs btwn #jookoon &amp; #tuaslink will be suspended tmr. free regular bus &amp; bridging bus svcs will be avail btwn #jookoon &amp; #tuaslink all day tmr. plan your journey early &amp; cater for additional train travel time on ewl.alternative transport:https://t.co/lmn15np6k6.
930772297446600705	2017-11-15 12:19:43	[nsl] update: free regular bus and bridging bus services between #bishan and #yishun have ended.
930744558903705601	2017-11-15 10:29:29	[nsl] update: pls add 40 mins train travel time when commuting on the nsl. free bridging bus services from #bishan to #yishun (one way) and free regular bus services btwn #bishan and #yishun (both directions) are still avail. commuters are advised to take alternative train lines.
930733371277262849	2017-11-15 09:45:02	[nsl] update: pls add 25 mins train travel time when commuting on the nsl. free bridging bus services from #bishan to #yishun (one way) and free regular bus services btwn #bishan and #yishun (both directions) are available. pls seek alternative transport: https://t.co/lmn15np6k6.
930730820922368000	2017-11-15 09:34:54	[ewl] update: free regular bus and bridging bus services between #boonlay and #tuaslink have ended.
930726002606481408	2017-11-15 09:15:45	[ewl] update: train services between #boonlay and #tuaslink have resumed but are running slower. commuters travelling between #jurongeast and #tuaslink are advised to cater additional 10 minutes travelling time.
930723326971985920	2017-11-15 09:05:07	[nsl]: due to fewer trains serving the nsl this evening, please cater additional 15 minutes train travel time. free bridging bus services from #bishan to #yishun (one way) and free regular bus services between #bishan and #yishun (both directions) are available.
930676315879084032	2017-11-15 05:58:19	[ewl] update: no train service between #boonlay and #tuaslink. free regular bus and bridging bus services are available between #boonlay and #tuaslink. please seek alternative transport: https://t.co/4qu9apz41m. we are sorry that your journey has been affected.
930624376428306432	2017-11-15 02:31:56	[ewl] update: please add 10 mins train travel time between #boonlay and #tuaslink. free regular bus services are still available between #jurongeast and #tuaslink.
930615917314064385	2017-11-15 01:58:19	[ewl] update: please add 15 mins train travel time between #jurongeast and #tuaslink. free regular bus services are still available between #jurongeast and #tuaslink.
930612937865101312	2017-11-15 01:46:28	[ccl]cleared: free regular bus services have ceased.
930607998069653504	2017-11-15 01:26:51	[ewl] update: due to a train fault, please add 30mins train travel time between #queenstown and #tuaslink. free regular bus services are available between #jurongeast and #tuaslink.
930601415092838403	2017-11-15 01:00:41	[ewl] update: pls add 30mins train travel time btwn #jurongeast and #tuaslink. we are working to recover svc.
930595651435479040	2017-11-15 00:37:47	[ewl] update: pls add 30mins train travel time btwn #jurongeast and #tuaslink due to a train fault at #jookoon. train svc is available.
930595142888669184	2017-11-15 00:35:46	[ewl] update: free regular bus svcs btwn #jurongeast and #tuaslink.
930594852957429761	2017-11-15 00:34:37	[ccl] cleared: fault cleared but trains and stations are crowded. due to congestion, pls add 5mins travel time towards #harbourfront. free regular bus service still available.
930592553434464256	2017-11-15 00:25:28	[ewl]: pls add 20mins train travel time btwn #jurongeast and #jookoon due to a train fault at #jookoon. train svc is available.
930581385584054272	2017-11-14 23:41:06	[ccl] update: free regular bus services are available between #payalebar and   #harbourfront.
930576697761546240	2017-11-14 23:22:28	[ccl]update: free regular bus services are available between #payalebar and   #harbourfront.
930573328355491841	2017-11-14 23:09:05	[ccl]update: free regular bus services are available between #botanicgardens and   #kentridge.
930570852252319744	2017-11-14 22:59:15	[ccl] update: free regular bus services are available between #farrerroad and   #kentridge.
930566250106781696	2017-11-14 22:40:57	[ccl]: due to a signal fault between #farrer road and # buona vista .pls add 20mins train travel time between #buona vista and harbourfornt on both bounds.
930563197345468416	2017-11-14 22:28:49	[ccl]: due to a signal  fault trains are moving slower between #botanicgardens and #hawparvilla.  we are investigating the fault.
930381393552580608	2017-11-14 10:26:24	on public transport workers’ appreciation day, join us to say #thankyou to all the unsung heroes who work round-the-clock to keep our trains and buses running smoothly! 🚇🚌 check out more photos of today's event at https://t.co/kd8rbrwb1f. https://t.co/qetjuh8ghv
929227865870102528	2017-11-11 06:02:42	to provide more time for our team to carry out track maintenance work, bukit panjang lrt will begin at 7am instead of 5.30am every sunday, starting from tomorrow till 31 dec. shuttle bus services along the lrt route will be available. more info: https://t.co/6clveussvb https://t.co/mewzmznsyp
929019096032624641	2017-11-10 16:13:07	[ewl] update: no train service from #bugis to #tanahmerah towards #pasirris due to a train fault at #aljunied until the end of train service. we are sorry that your journey this evening has been affected.
929010448665473026	2017-11-10 15:38:45	[ewl] update: no train svc from #bugis to #tanahmerah towards #pasirris due to a train fault at #aljunied.
929004796715057153	2017-11-10 15:16:18	[ewl] update: free regular bus &amp; bridging bus svcs is available btwn #bugis and #pasirris in both directions.
929004531534381056	2017-11-10 15:15:15	[ewl]:due to a train fault,pls add one hour train travel time from #tiongbahru to #pasirris.not linked to new signalling project.
929000270377320448	2017-11-10 14:58:19	[ewl] cleared: train svcs from #bugis to #queenstown have resumed. free regular bus svcs have ended.
928994968907083777	2017-11-10 14:37:15	[ewl]update:train fault cleared,normal train svc https://t.co/pnkyy12xoq regular bus svc are still available btwn bugis &amp; queenstown.
928984645504450560	2017-11-10 13:56:13	[ewl] update: free regular bus svcs is available btwn #bugis and #queenstown in both directions.
928984033416986629	2017-11-10 13:53:47	[ewl]:due to a train fault,pls add 30min train travel time from #bugis to #queenstown towards #tuaslink.not linked to new signalling project
928752221424041984	2017-11-09 22:32:39	[nsl] cleared: free regular bus svcs have ended.
928748507736956928	2017-11-09 22:17:54	[nsl] cleared: train svc from #yishun to #angmokio have resumed. free regular bus svcs is still available from #yishun to #angmokio.
928745544570126336	2017-11-09 22:06:07	[nsl] update: free regular bus svcs from #yishun to #angmokio. our station staff will assist.
928745001307090944	2017-11-09 22:03:58	[nsl]:due to a train fault, pls add 20mins train travel time from #yishun to #angmokio. (not linked to new signalling project).
926714333601579008	2017-11-04 07:34:49	[ewl] cleared: free regular bus services between #clementi and #jurongeast have ceased.
926713248799268864	2017-11-04 07:30:30	[ewl] cleared: train services from #queenstown  to  #jurongeast have resumed.
926707347799470081	2017-11-04 07:07:03	[ewl]: due to a track point fault, pls add 10mins train travel time from #queenstown to #jurongeast. (not linked to new signalling project).
926704505546186752	2017-11-04 06:55:46	[ewl] update: free regular bus svcs between #clementi and #jurongeast.
926703868066406401	2017-11-04 06:53:14	[ewl]: due to a track point fault, pls add 30mins train travel time from #queenstown to #jurongeast. (not linked to new signalling project).
923687547389190144	2017-10-26 23:07:27	[nsl] cleared: train svcs btwn #angmokio and #bishan have resumed. free regular bus svcs have ended.
923679343724838912	2017-10-26 22:34:51	[nsl] update: train svcs btwn angmokio &amp; bishan have resumed. free regular bus svcs is still available between angmokio &amp; marinasouthpier.
923674300103585792	2017-10-26 22:14:48	[nsl] update: free regular bus svcs btwn #angmokio and #marinasouthpier.
923672994999705600	2017-10-26 22:09:37	[nsl] update: free regular bus svcs btwn #bishan and #marinasouthpier.
923669769135439872	2017-10-26 21:56:48	[nsl]: due to a track fault, pls add 20mins train travel time from #angmokio to #bishan towards #marinasouthpier.
923009558045376512	2017-10-25 02:13:21	[nsl] cleared: train services from #yishun to #toapayoh have resumed. free bus and bridging bus services have ended.
922977311162449920	2017-10-25 00:05:13	[nsl] update: please add 10mins train travel time from #yishun to #toapayoh. free bus &amp; bridging bus services are available.
922944935543824385	2017-10-24 21:56:34	[nsl] update: as trains move at a slower speed due to a track fault, commuters can travel via #jurongeast and take east-west line to city.
922944472920440832	2017-10-24 21:54:44	[nsl] update: due to a track fault, trains to city will travel slower btwn #angmokio &amp; #bishan. free bus and bridging bus svcs are avail.
922930750466400256	2017-10-24 21:00:12	[nsl]: due to a track fault, pls add 20mins train travel time from #yishun to #toapayoh southbound. (not linked to new signalling project).
920319314720210944	2017-10-17 16:03:17	on this glittering festival of lights, we wish you love, joy and success. happy deepavali to all of you! https://t.co/u5xficjc02
916910493305991169	2017-10-08 06:17:51	[nsl] cleared: free regular bus and bridging bus services have ended.
916904104630263808	2017-10-08 05:52:28	[nsl] update: train services in both directions btwn #angmokio &amp; #newton have resumed. free bus &amp; bridging bus svcs are still available.
916851159242989569	2017-10-08 02:22:05	[nsl] update: our teams are working on cleaning and testing trackside equipment btwn #angmokio and #newton before train services resume.
916837262750490625	2017-10-08 01:26:52	[nsl] update:commuters travelling from the north towards town can take other train lines - ccl at #bishan or transfer to ewl at #jurongeast.
916823848846106624	2017-10-08 00:33:33	[nsl] update: free bus &amp; bridging bus svcs are avail btwn #newton &amp; #ang mo kio. our staff at bus boarding points will assist you.
916823470536663040	2017-10-08 00:32:03	[nsl] update: we are unable to resume train svcs btwn #newton &amp; #angmokio stations till further notice as works require more time.
916777385470472192	2017-10-07 21:28:56	[nsl] update: train services from #jurongeast to #angmokio and #newton to #marinasouthpier in both directions are available.
916774464871792640	2017-10-07 21:17:19	[nsl]:train svcs btwn #angmokio and #newton both directions are not avail. free regular and bridging bus svcs along affected stns are avail.
916774039829356544	2017-10-07 21:15:38	[nsl]: free regular bus &amp; bridging bus svcs are available btwn #angmokio and #newton. bus guides available here: https://t.co/xm0tv4199t
916773960347295744	2017-10-07 21:15:19	[nsl]: no train svc btwn #angmokio &amp; #newton due to flooding in tunnel. pls seek alternative transport.
916681099698364416	2017-10-07 15:06:19	[nsl] update: free regular &amp; bridging bus svcs btwn #orchard and #marinasouthpier have ended while btwn #angmokio and #orchard are avail.
916677479242153984	2017-10-07 14:51:56	[nsl] update:if you're heading to stns btwn #angmokio, #yishun and #woodlands, pls take ewl and transfer at #jurongeast as alt travel route.
916676174201233410	2017-10-07 14:46:45	[nsl] update: train svcs btwn #angmokio and #newton in both directions are not avail till end of svc. we're working to resume svcs for sun.
916658324514398210	2017-10-07 13:35:49	[nsl] update: free regular bus &amp; bridging bus svcs btwn #angmokio and #marinasouthpier are still avail. bus guides: https://t.co/xm0tv4199t
916657058669142016	2017-10-07 13:30:48	[nsl] update: train svcs btwn #newton &amp; #marinasouthpier have resumed. there is no train svc btwn #angmokio &amp; #newton.
916637682813431808	2017-10-07 12:13:48	[nsl] update: free regular bus &amp; bridging bus svcs btwn #angmokio and #marinasouthpier. bus guides available here: https://t.co/xm0tv4199t
916623201278484480	2017-10-07 11:16:15	[nsl] update: no train svc btwn #angmokio &amp; #marinasouthpier. pls seek alternative transport or continue your journey via other mrt lines.
916616104436408321	2017-10-07 10:48:03	[nsl] update: free regular bus &amp; bridging bus svcs btwn #angmokio and #marinasouthpier. we are sorry and are working to recover service.
916610482240229376	2017-10-07 10:25:43	[nsl] update: no train svc btwn #angmokio and #marinasouthpier. pls seek alternative transport. bus guides here: https://t.co/xm0tv4199t
916605676230549505	2017-10-07 10:06:37	[nsl] update: free regular bus &amp; free bridging bus svcs btwn #angmokio and #marinasouthpier.
916605420734636034	2017-10-07 10:05:36	[nsl] update: no train svc btwn #angmokio and #marinasouthpier. pls consider alternative transport.
916600533980389376	2017-10-07 09:46:11	[nsl] update: free regular bus &amp; free bridging bus svcs btwn #angmokio and #toapayoh.
916600322222473216	2017-10-07 09:45:21	[nsl] update: no train svc btwn #angmokio and #toapayoh due to a track fault at #bishan.
916598195488038913	2017-10-07 09:36:54	[nsl] due to a track fault, there is no train svc from #bishan to #toapayoh towards #marinasouthpier. (not linked to new signalling project)
915921475986538496	2017-10-05 12:47:51	join mark from the madhatter project, in celebrating our 30th year! visit our ig page to take part in our contest. https://t.co/w7zqeue0hg https://t.co/slwanfi7tg
915523000522350592	2017-10-04 10:24:27	[nsl] cleared: train svcs btwn #choachukang  and #jurongeast have resumed.
915519927380983808	2017-10-04 10:12:14	[nsl]: due to an earlier train fault on the new signalling system, pls add 10 mins train travel time btwn #choachukang and #jurongeast.
915517110624776192	2017-10-04 10:01:03	[nsl]: due to a train fault on the new signalling system, pls add 20mins train travel time btwn #choachukang and #jurongeast.
915207644469538816	2017-10-03 13:31:20	watch how bc hairul’s simple act of offering 🌂 &amp; providing shelter on a rainy day can bring on smiles to commuters. https://t.co/8ruout9ope https://t.co/5dddxgtc76
913201083807182850	2017-09-28 00:37:59	[ewl] cleared: train svcs btwn #tanahmerah and #pasirris have resumed. free regular bus &amp; free bridging bus svcs have ended.
913192547035488257	2017-09-28 00:04:04	[ewl] update: train svcs are progressively being restored. pls add 10mins train travel time btwn #tanahmerah and #pasirris.
913181357618094081	2017-09-27 23:19:36	for details on bus services, our bus guides are at https://t.co/sfadrdhw9j for details on bus services.
913180200115986432	2017-09-27 23:15:00	[ewl] update: free regular bus &amp; free bridging bus svcs btwn #tampines and #pasirris.
913173255267139585	2017-09-27 22:47:24	[ewl] update: train svcs has resumed. pls add 20mins travel time btwn #tanahmerah and #pasirris due to track point fault.
913171343201386496	2017-09-27 22:39:48	[ewl]:due to track point fault,pls expect 30mins delay train travel time btwn tampines &amp; pasirris.(not linked to new signalling project).
913165121215619072	2017-09-27 22:15:05	[ewl] update: train svcs has resumed. pls add 20mins travel time btwn #tampines and #pasirris due to track point fault.
913160941604192256	2017-09-27 21:58:28	[ewl] update: free regular bus svcs btwn #tampines and #pasirris.
